rescue_id,business_id,business_name,business_type,city,country,latitude,longitude,date,food_category,food_item,surplus_items,surplus_kg,original_price,rescue_price,currency,meals_available,meals_rescued,meals_expired,rescue_rate,revenue_recovered_local,revenue_recovered_usd,co2e_avoided_kg,data_type
RES-0041316,SEN-DAK-61,Fresh Dakar 61,Restaurant,Dakar,Senegal,14.698777,-17.413508,2025-01-28,Bakery,Bread Loaf,17,4.78,1680.0,990.0,XOF,12,10,2,0.8333,9900.0,16.23,6.33,Synthetic
RES-0041317,GHA-ACC-17,Kitchen Accra 17,Restaurant,Accra,Ghana,5.612007,-0.17285,2025-05-22,Bakery,Bread Loaf,53,12.2,119.0,77.0,GHS,29,17,12,0.5862,1309.0,84.45,14.56,Synthetic
RES-0041318,NIG-BEN-37,Daily Benin City 37,Bakery,Benin City,Nigeria,6.345188,5.664471,2025-04-03,Prepared Meals,Beans & Plantain,15,6.69,5150.0,2810.0,NGN,17,12,5,0.7059,33720.0,21.08,6.96,Synthetic
RES-0041319,TAN-DAR-47,Savanna Dar es Salaam 47,Restaurant,Dar es Salaam,Tanzania,-6.817555,39.23245,2025-01-28,Pastries,Doughnut,9,1.57,5940.0,3220.0,TZS,3,2,1,0.6667,6440.0,2.48,1.54,Synthetic
RES-0041320,NIG-LAG-16,Morning Lagos 16,Bakery,Lagos,Nigeria,6.535961,3.419299,2025-01-14,Pastries,Sausage Roll,79,16.35,5400.0,2050.0,NGN,45,36,9,0.8,73800.0,46.12,28.91,Synthetic
RES-0041321,NIG-LAG-60,Harvest Lagos 60,Restaurant,Lagos,Nigeria,6.543315,3.422567,2025-10-03,Beverages,Bottled Water,7,3.05,5790.0,3660.0,NGN,5,5,0,1.0,18300.0,11.44,3.28,Synthetic
RES-0041322,RWA-MUS-41,Garden Musanze 41,Hotel,Musanze,Rwanda,-1.546386,29.716839,2025-06-16,Dairy,Milk,80,26.38,11590.0,6360.0,RWF,61,54,7,0.8852,343440.0,236.86,44.89,Synthetic
RES-0041323,NIG-LAG-17,Fresh Oven Lagos 17,Bakery,Lagos,Nigeria,6.506028,3.328924,2025-03-30,Pastries,Doughnut,10,1.71,7190.0,4660.0,NGN,5,4,1,0.8,18640.0,11.65,4.04,Synthetic
RES-0041324,ETH-ADD-23,Golden Crust Addis Ababa 23,Bakery,Addis Ababa,Ethiopia,9.029201,38.716206,2025-07-01,Bakery,Dinner Rolls,72,19.98,809.0,436.0,ETB,48,32,16,0.6667,13952.0,96.22,23.17,Synthetic
RES-0041325,KEN-MOM-15,Harvest Mombasa 15,Restaurant,Mombasa,Kenya,-4.012552,39.714072,2025-05-15,Bakery,Sliced Bread,14,3.79,1220.0,720.0,KES,10,6,4,0.6,4320.0,33.23,4.89,Synthetic
RES-0041326,NIG-ABE-63,Savanna Abeokuta 63,Restaurant,Abeokuta,Nigeria,7.092568,3.34339,2025-12-31,Pastries,Croissant,31,5.76,5140.0,2810.0,NGN,10,7,3,0.7,19670.0,12.29,4.76,Synthetic
RES-0041327,GHA-TAM-20,City Bites Tamale 20,Food Vendor,Tamale,Ghana,9.447934,-0.832182,2025-06-28,Bakery,Whole Wheat Bread,29,6.76,45.0,22.0,GHS,18,15,3,0.8333,330.0,21.29,12.21,Synthetic
RES-0041328,NIG-BEN-39,Green Basket Benin City 39,Supermarket,Benin City,Nigeria,6.335502,5.569972,2025-12-11,Fruits & Vegetables,Pineapples,87,44.44,5860.0,3030.0,NGN,147,141,6,0.9592,427230.0,267.02,98.77,Synthetic
RES-0041329,RWA-MUS-71,City Market Musanze 71,Supermarket,Musanze,Rwanda,-1.58529,29.594296,2025-04-10,Bakery,Sliced Bread,77,19.85,8660.0,3840.0,RWF,49,24,25,0.4898,92160.0,63.56,20.29,Synthetic
RES-0041330,NIG-ENU-43,Kitchen Enugu 43,Restaurant,Enugu,Nigeria,6.444211,7.533384,2025-02-25,Dairy,Custard,17,5.84,7360.0,3170.0,NGN,11,7,4,0.6364,22190.0,13.87,5.88,Synthetic
RES-0041331,TAN-MWA-22,Bean Mwanza 22,Café,Mwanza,Tanzania,-2.621671,32.861233,2025-10-07,Prepared Meals,Fried Rice,19,7.61,35140.0,13540.0,TZS,15,9,6,0.6,121860.0,46.87,5.7,Synthetic
RES-0041332,NIG-JOS-80,Green Cup Jos 80,Café,Jos,Nigeria,9.934793,8.806208,2025-11-19,Beverages,Bottled Water,33,12.9,5740.0,2210.0,NGN,35,22,13,0.6286,48620.0,30.39,17.42,Synthetic
RES-0041333,NIG-KAN-44,Fresh Oven Kano 44,Bakery,Kano,Nigeria,11.966045,8.577465,2025-08-03,Bakery,Whole Wheat Bread,81,17.8,6580.0,2790.0,NGN,36,28,8,0.7778,78120.0,48.82,23.38,Synthetic
RES-0041334,SOU-JOH-48,Fresh Oven Johannesburg 48,Bakery,Johannesburg,South Africa,-26.152325,28.011755,2025-10-08,Dairy,Flavoured Yoghurt,29,7.92,117.0,74.0,ZAR,19,16,3,0.8421,1184.0,65.78,13.96,Synthetic
RES-0041335,NIG-ENU-44,Golden Enugu 44,Restaurant,Enugu,Nigeria,6.466599,7.521118,2025-10-15,Prepared Meals,Local Rice Meal,13,5.46,7640.0,4050.0,NGN,11,9,2,0.8182,36450.0,22.78,4.61,Synthetic
RES-0041336,KEN-KIS-63,Garden Kisumu 63,Hotel,Kisumu,Kenya,-0.113196,34.752181,2025-04-05,Prepared Meals,Beans & Plantain,131,66.94,597.0,312.0,KES,192,139,53,0.724,43368.0,333.6,140.27,Synthetic
RES-0041337,SOU-CAP-53,City Market Cape Town 53,Supermarket,Cape Town,South Africa,-33.890266,18.457192,2025-01-28,Fruits & Vegetables,Mixed Vegetables,131,67.49,169.0,82.0,ZAR,131,112,19,0.855,9184.0,510.22,78.06,Synthetic
RES-0041338,NIG-LAG-20,Green Cup Lagos 20,Café,Lagos,Nigeria,6.510546,3.433174,2025-07-05,Fruits & Vegetables,Bananas,31,14.5,6250.0,3390.0,NGN,46,45,1,0.9783,152550.0,95.34,30.36,Synthetic
RES-0041339,KEN-KIS-17,Fresh Kisumu 17,Restaurant,Kisumu,Kenya,-0.103135,34.732643,2025-01-30,Prepared Meals,Beans & Plantain,36,16.99,1530.0,870.0,KES,44,39,5,0.8864,33930.0,261.0,22.68,Synthetic
RES-0041340,SEN-SAI-62,Prime Plate Saint-Louis 62,Caterer,Saint-Louis,Senegal,16.041499,-16.443701,2025-05-20,Bakery,Sliced Bread,5,1.14,11540.0,4630.0,XOF,3,2,1,0.6667,9260.0,15.18,1.41,Synthetic
RES-0041341,NIG-LAG-21,Bean Lagos 21,Café,Lagos,Nigeria,6.537515,3.30747,2025-10-20,Prepared Meals,Jollof Rice,21,8.52,1780.0,770.0,NGN,24,24,0,1.0,18480.0,11.55,14.17,Synthetic
RES-0041342,SOU-CAP-29,Celebration Cape Town 29,Caterer,Cape Town,South Africa,-33.903946,18.382057,2025-05-20,Prepared Meals,Jollof Rice,53,20.98,66.0,28.0,ZAR,66,65,1,0.9848,1820.0,101.11,55.09,Synthetic
RES-0041343,NIG-ABE-22,Urban Cup Abeokuta 22,Café,Abeokuta,Nigeria,7.160345,3.37832,2025-08-11,Bakery,Whole Wheat Bread,25,5.41,5200.0,2410.0,NGN,14,9,5,0.6429,21690.0,13.56,6.92,Synthetic
RES-0041344,TAN-DAR-42,City Bites Dar es Salaam 42,Food Vendor,Dar es Salaam,Tanzania,-6.810371,39.215293,2025-10-15,Pastries,Croissant,26,4.0,8630.0,4500.0,TZS,11,10,1,0.9091,45000.0,17.31,7.3,Synthetic
RES-0041345,NIG-JOS-39,Street Taste Jos 39,Food Vendor,Jos,Nigeria,9.930848,8.833537,2025-01-28,Dairy,Flavoured Yoghurt,13,4.43,2510.0,1190.0,NGN,10,6,4,0.6,7140.0,4.46,4.16,Synthetic
RES-0041346,NIG-IBA-66,Kitchen Ibadan 66,Restaurant,Ibadan,Nigeria,7.417634,3.947414,2025-09-25,Bakery,Whole Wheat Bread,103,25.36,7960.0,3650.0,NGN,54,48,6,0.8889,175200.0,109.5,21.47,Synthetic
RES-0041347,GHA-TAM-51,Kitchen Tamale 51,Restaurant,Tamale,Ghana,9.438085,-0.804861,2025-09-17,Dairy,Custard,30,9.06,117.0,43.0,GHS,24,9,15,0.375,387.0,24.97,6.14,Synthetic
RES-0041348,RWA-MUS-42,Civic Musanze 42,Hotel,Musanze,Rwanda,-1.481634,29.647066,2025-05-15,Beverages,Smoothie,14,5.35,8210.0,5160.0,RWF,16,16,0,1.0,82560.0,56.94,15.63,Synthetic
RES-0041349,NIG-ONI-39,Golden Crust Onitsha 39,Bakery,Onitsha,Nigeria,6.117946,6.732291,2025-08-15,Bakery,Baguette,120,26.3,1640.0,1020.0,NGN,76,68,8,0.8947,69360.0,43.35,57.33,Synthetic
RES-0041350,TAN-DAR-22,Sunrise Dar es Salaam 22,Bakery,Dar es Salaam,Tanzania,-6.770087,39.232244,2025-08-29,Pastries,Sausage Roll,34,6.82,50080.0,29000.0,TZS,18,10,8,0.5556,290000.0,111.54,6.84,Synthetic
RES-0041351,NIG-BEN-57,Prime Plate Benin City 57,Caterer,Benin City,Nigeria,6.333778,5.595571,2025-12-18,Prepared Meals,Beans & Plantain,100,46.1,1090.0,700.0,NGN,89,70,19,0.7865,49000.0,30.62,50.91,Synthetic
RES-0041352,SEN-DAK-76,Mama's Dakar 76,Food Vendor,Dakar,Senegal,14.740262,-17.44032,2025-06-09,Pastries,Meat Pie,9,1.42,6780.0,4180.0,XOF,3,3,0,1.0,12540.0,20.56,2.34,Synthetic
RES-0041353,ETH-ADD-07,Grand Addis Ababa 07,Hotel,Addis Ababa,Ethiopia,9.051174,38.717306,2025-10-11,Prepared Meals,Beans & Plantain,39,20.01,487.0,194.0,ETB,44,30,14,0.6818,5820.0,40.14,18.39,Synthetic
RES-0041354,UGA-ENT-26,Fresh Entebbe 26,Restaurant,Entebbe,Uganda,-0.018143,32.449703,2025-11-06,Fruits & Vegetables,Oranges,72,30.89,42670.0,18010.0,UGX,65,47,18,0.7231,846470.0,228.78,23.65,Synthetic
RES-0041355,RWA-MUS-36,Urban Cup Musanze 36,Café,Musanze,Rwanda,-1.569272,29.638576,2025-02-13,Rice & Grains,Brown Rice,24,9.74,2830.0,1620.0,RWF,25,19,6,0.76,30780.0,21.23,11.38,Synthetic
RES-0041356,SOU-DUR-45,Garden Durban 45,Hotel,Durban,South Africa,-29.8158,31.012049,2025-02-05,Pastries,Sausage Roll,55,10.55,71.0,44.0,ZAR,25,14,11,0.56,616.0,34.22,11.09,Synthetic
RES-0041357,UGA-ENT-41,Civic Entebbe 41,Hotel,Entebbe,Uganda,0.136542,32.461735,2025-11-08,Prepared Meals,Chicken Meal,21,10.01,20460.0,9390.0,UGX,19,19,0,1.0,178410.0,48.22,18.69,Synthetic
RES-0041358,NIG-BEN-20,Green Cup Benin City 20,Café,Benin City,Nigeria,6.261593,5.619487,2025-08-15,Rice & Grains,Millet Pack,56,25.08,1610.0,970.0,NGN,52,22,30,0.4231,21340.0,13.34,15.99,Synthetic
RES-0041359,TAN-ARU-27,Garden Arusha 27,Hotel,Arusha,Tanzania,-3.409191,36.681388,2025-02-06,Bakery,Whole Wheat Bread,41,9.41,20740.0,10250.0,TZS,18,13,5,0.7222,133250.0,51.25,13.87,Synthetic
RES-0041360,SOU-JOH-36,Harvest Johannesburg 36,Restaurant,Johannesburg,South Africa,-26.249717,27.998431,2025-10-31,Beverages,Smoothie,11,4.75,25.0,10.0,ZAR,15,9,6,0.6,90.0,5.0,6.36,Synthetic
RES-0041361,UGA-KAM-41,Golden Crust Kampala 41,Bakery,Kampala,Uganda,0.393406,32.598174,2025-08-06,Prepared Meals,Fried Rice,51,23.57,43990.0,18890.0,UGX,57,33,24,0.5789,623370.0,168.48,20.63,Synthetic
RES-0041362,KEN-KIS-18,Harvest Kisumu 18,Restaurant,Kisumu,Kenya,-0.083168,34.743047,2025-01-02,Dairy,Cheese,10,3.22,1120.0,490.0,KES,6,4,2,0.6667,1960.0,15.08,2.84,Synthetic
RES-0041363,SOU-PRE-70,Quick Bite Pretoria 70,Food Vendor,Pretoria,South Africa,-25.71,28.265882,2025-11-30,Dairy,Yoghurt,14,4.41,276.0,112.0,ZAR,11,8,3,0.7273,896.0,49.78,6.04,Synthetic
RES-0041364,NIG-BEN-63,Quick Bite Benin City 63,Food Vendor,Benin City,Nigeria,6.275508,5.55354,2025-06-09,Bakery,Dinner Rolls,21,4.69,1810.0,1130.0,NGN,8,7,1,0.875,7910.0,4.94,7.93,Synthetic
RES-0041365,GHA-KUM-18,Prime Plate Kumasi 18,Caterer,Kumasi,Ghana,6.716707,-1.63412,2025-02-06,Beverages,Soft Drink,104,46.41,91.0,55.0,GHS,133,108,25,0.812,5940.0,383.23,62.36,Synthetic
RES-0041366,GHA-KUM-43,Morning Kumasi 43,Bakery,Kumasi,Ghana,6.631849,-1.694134,2025-11-13,Bakery,Whole Wheat Bread,97,27.0,48.0,26.0,GHS,57,49,8,0.8596,1274.0,82.19,26.87,Synthetic
RES-0041367,UGA-KAM-50,Civic Kampala 50,Hotel,Kampala,Uganda,0.351588,32.59365,2025-10-25,Bakery,Baguette,108,28.22,15320.0,5630.0,UGX,58,52,6,0.8966,292760.0,79.12,39.84,Synthetic
RES-0041368,NIG-JOS-31,Daily Jos 31,Bakery,Jos,Nigeria,9.875989,8.9079,2025-10-27,Prepared Meals,Fried Rice,6,2.61,3240.0,1800.0,NGN,5,3,2,0.6,5400.0,3.38,2.09,Synthetic
RES-0041369,SEN-THI-68,Taste Hub Thies 68,Caterer,Thies,Senegal,14.801633,-16.919156,2025-07-28,Fruits & Vegetables,Mixed Vegetables,92,40.08,7950.0,4660.0,XOF,92,74,18,0.8043,344840.0,565.31,59.89,Synthetic
RES-0041370,TAN-DAR-75,Event Kitchen Dar es Salaam 75,Caterer,Dar es Salaam,Tanzania,-6.815995,39.231203,2025-09-18,Pastries,Sausage Roll,25,5.0,27360.0,10010.0,TZS,12,6,6,0.5,60060.0,23.1,5.22,Synthetic
RES-0041371,TAN-DAR-76,Taste Hub Dar es Salaam 76,Caterer,Dar es Salaam,Tanzania,-6.764497,39.257734,2025-09-01,Pastries,Croissant,75,13.17,36680.0,13300.0,TZS,35,22,13,0.6286,292600.0,112.54,14.1,Synthetic
RES-0041372,ETH-BAH-13,Street Taste Bahir Dar 13,Food Vendor,Bahir Dar,Ethiopia,11.599063,37.417254,2025-09-10,Prepared Meals,Local Rice Meal,16,7.94,1790.0,910.0,ETB,15,10,5,0.6667,9100.0,62.76,9.04,Synthetic
RES-0041373,GHA-TAM-31,Golden Crust Tamale 31,Bakery,Tamale,Ghana,9.383929,-0.823674,2025-08-04,Rice & Grains,Brown Rice,37,16.16,97.0,57.0,GHS,34,19,15,0.5588,1083.0,69.87,20.68,Synthetic
RES-0041374,ETH-DIR-22,Golden Crust Dire Dawa 22,Bakery,Dire Dawa,Ethiopia,9.652487,41.862771,2025-06-03,Prepared Meals,Jollof Rice,32,16.06,296.0,104.0,ETB,37,31,6,0.8378,3224.0,22.23,30.42,Synthetic
RES-0041375,GHA-ACC-24,Premier Accra 24,Hotel,Accra,Ghana,5.698988,-0.249863,2025-12-14,Beverages,Bottled Water,74,27.26,109.0,48.0,GHS,86,57,29,0.6628,2736.0,176.52,36.82,Synthetic
RES-0041376,NIG-ABU-63,Savanna Abuja 63,Restaurant,Abuja,Nigeria,9.043939,7.375911,2025-04-03,Pastries,Meat Pie,51,10.12,3560.0,1820.0,NGN,18,11,7,0.6111,20020.0,12.51,7.91,Synthetic
RES-0041377,NIG-KAN-06,Savanna Kano 06,Restaurant,Kano,Nigeria,11.981801,8.673482,2025-07-18,Pastries,Meat Pie,3,0.61,6000.0,2670.0,NGN,1,1,0,1.0,2670.0,1.67,1.11,Synthetic
RES-0041378,NIG-KAN-70,City Market Kano 70,Supermarket,Kano,Nigeria,11.967457,8.583024,2025-06-26,Pastries,Doughnut,14,2.64,1470.0,950.0,NGN,5,4,1,0.8,3800.0,2.38,3.58,Synthetic
RES-0041379,NIG-ABE-64,Fresh Abeokuta 64,Restaurant,Abeokuta,Nigeria,7.184037,3.333553,2025-03-31,Bakery,Baguette,9,2.37,1910.0,1140.0,NGN,6,3,3,0.5,3420.0,2.14,3.49,Synthetic
RES-0041380,NIG-KAN-38,Grand Kano 38,Hotel,Kano,Nigeria,11.988438,8.571625,2025-06-24,Beverages,Soft Drink,123,55.96,5010.0,2100.0,NGN,118,66,52,0.5593,138600.0,86.62,52.15,Synthetic
RES-0041381,COT-BOU-11,Quick Bite Bouake 11,Food Vendor,Bouake,Cote d'Ivoire,7.671536,-4.997878,2025-09-19,Beverages,Bottled Water,17,7.5,11210.0,5360.0,XOF,21,18,3,0.8571,96480.0,158.16,12.24,Synthetic
RES-0041382,NIG-POR-23,Fresh Oven Port Harcourt 23,Bakery,Port Harcourt,Nigeria,4.865405,7.050196,2025-11-17,Prepared Meals,Chicken Meal,52,23.14,7280.0,3130.0,NGN,50,33,17,0.66,103290.0,64.56,29.74,Synthetic
RES-0041383,ETH-BAH-14,Quick Bite Bahir Dar 14,Food Vendor,Bahir Dar,Ethiopia,11.597997,37.304008,2025-02-21,Prepared Meals,Jollof Rice,20,10.28,804.0,416.0,ETB,20,10,10,0.5,4160.0,28.69,7.21,Synthetic
RES-0041384,TAN-MWA-44,ValueMart Mwanza 44,Supermarket,Mwanza,Tanzania,-2.516681,32.936107,2025-03-21,Bakery,Baguette,82,23.4,59940.0,26010.0,TZS,43,38,5,0.8837,988380.0,380.15,21.61,Synthetic
RES-0041385,TAN-MWA-41,Grand Mwanza 41,Hotel,Mwanza,Tanzania,-2.514335,32.957018,2025-05-01,Rice & Grains,Brown Rice,52,25.76,30370.0,15570.0,TZS,54,35,19,0.6481,544950.0,209.6,26.84,Synthetic
RES-0041386,UGA-JIN-23,Urban Jinja 23,Restaurant,Jinja,Uganda,0.470059,33.177441,2025-05-06,Rice & Grains,Brown Rice,41,18.55,14590.0,5950.0,UGX,59,37,22,0.6271,220150.0,59.5,23.98,Synthetic
RES-0041387,COT-ABI-67,Savanna Abidjan 67,Restaurant,Abidjan,Cote d'Ivoire,5.402197,-4.016352,2025-01-20,Bakery,Bread Loaf,6,1.33,1490.0,700.0,XOF,2,2,0,1.0,1400.0,2.3,0.93,Synthetic
RES-0041388,NIG-JOS-01,Urban Cup Jos 01,Café,Jos,Nigeria,9.922787,8.825278,2025-11-17,Bakery,Sliced Bread,22,5.73,4300.0,1960.0,NGN,15,8,7,0.5333,15680.0,9.8,5.04,Synthetic
RES-0041389,KEN-MOM-40,Taste Hub Mombasa 40,Caterer,Mombasa,Kenya,-3.95172,39.700764,2025-10-30,Prepared Meals,Jollof Rice,79,35.61,768.0,390.0,KES,69,43,26,0.6232,16770.0,129.0,31.2,Synthetic
RES-0041390,NIG-JOS-32,Fresh Oven Jos 32,Bakery,Jos,Nigeria,9.875782,8.865053,2025-09-29,Pastries,Doughnut,23,4.46,4850.0,2460.0,NGN,8,4,4,0.5,9840.0,6.15,2.45,Synthetic
RES-0041391,NIG-IBA-43,Sunrise Ibadan 43,Bakery,Ibadan,Nigeria,7.345845,3.945226,2025-09-01,Dairy,Custard,40,12.9,2410.0,890.0,NGN,29,25,4,0.8621,22250.0,13.91,19.22,Synthetic
RES-0041392,GHA-TAM-66,Urban Cup Tamale 66,Café,Tamale,Ghana,9.420454,-0.869043,2025-06-14,Beverages,Smoothie,24,9.48,81.0,43.0,GHS,22,12,10,0.5455,516.0,33.29,8.72,Synthetic
RES-0041393,KEN-NAK-61,Fresh Oven Nakuru 61,Bakery,Nakuru,Kenya,-0.286338,35.995001,2025-04-30,Prepared Meals,Local Rice Meal,40,20.5,729.0,450.0,KES,44,39,5,0.8864,17550.0,135.0,23.36,Synthetic
RES-0041394,COT-BOU-47,Harvest Bouake 47,Restaurant,Bouake,Cote d'Ivoire,7.674026,-4.978679,2025-11-23,Bakery,Bread Loaf,29,6.57,9510.0,5720.0,XOF,16,13,3,0.8125,74360.0,121.9,5.67,Synthetic
RES-0041395,NIG-ONI-43,Fresh Choice Onitsha 43,Supermarket,Onitsha,Nigeria,6.098331,6.799387,2025-10-01,Fruits & Vegetables,Mangoes,62,30.71,5340.0,2320.0,NGN,77,48,29,0.6234,111360.0,69.6,26.77,Synthetic
RES-0041396,ETH-ADD-13,Mama's Addis Ababa 13,Food Vendor,Addis Ababa,Ethiopia,9.03563,38.732207,2025-06-14,Bakery,Baguette,47,13.2,1760.0,940.0,ETB,41,25,16,0.6098,23500.0,162.07,16.84,Synthetic
RES-0041397,NIG-ABE-21,Fresh Oven Abeokuta 21,Bakery,Abeokuta,Nigeria,7.118868,3.33909,2025-08-23,Prepared Meals,Pasta Meal,79,31.41,5490.0,3490.0,NGN,84,57,27,0.6786,198930.0,124.33,37.35,Synthetic
RES-0041398,RWA-KIG-76,Green Basket Kigali 76,Supermarket,Kigali,Rwanda,-1.912888,30.065074,2025-08-21,Dairy,Milk,38,12.85,8510.0,5320.0,RWF,34,20,14,0.5882,106400.0,73.38,11.87,Synthetic
RES-0041399,NIG-POR-40,Urban Cup Port Harcourt 40,Café,Port Harcourt,Nigeria,4.838049,7.068605,2025-01-06,Bakery,Baguette,33,9.07,4380.0,1620.0,NGN,18,17,1,0.9444,27540.0,17.21,13.41,Synthetic
RES-0041400,COT-ABI-67,Sunrise Abidjan 67,Bakery,Abidjan,Cote d'Ivoire,5.391366,-4.001769,2025-12-03,Fruits & Vegetables,Mixed Vegetables,13,6.13,10920.0,5280.0,XOF,12,12,0,1.0,63360.0,103.87,8.98,Synthetic
RES-0041401,SOU-PRE-55,ValueMart Pretoria 55,Supermarket,Pretoria,South Africa,-25.701053,28.277455,2025-01-24,Pastries,Croissant,39,6.49,123.0,79.0,ZAR,14,12,2,0.8571,948.0,52.67,11.11,Synthetic
RES-0041402,NIG-ONI-23,Green Cup Onitsha 23,Café,Onitsha,Nigeria,6.126609,6.751662,2025-09-14,Prepared Meals,Local Rice Meal,15,6.96,7400.0,4070.0,NGN,12,2,10,0.1667,8140.0,5.09,1.27,Synthetic
RES-0041403,SEN-DAK-48,Prime Plate Dakar 48,Caterer,Dakar,Senegal,14.754851,-17.477366,2025-11-25,Fruits & Vegetables,Oranges,4,2.05,2750.0,1400.0,XOF,4,3,1,0.75,4200.0,6.89,2.39,Synthetic
RES-0041404,NIG-ENU-49,ValueMart Enugu 49,Supermarket,Enugu,Nigeria,6.443393,7.554459,2025-06-11,Beverages,Fruit Juice,24,8.21,910.0,369.0,NGN,14,5,9,0.3571,1845.0,1.15,3.09,Synthetic
RES-0041405,SEN-THI-54,Grand Thies 54,Hotel,Thies,Senegal,14.79725,-16.932105,2025-12-16,Fruits & Vegetables,Tomatoes,25,12.66,4290.0,2480.0,XOF,32,22,10,0.6875,54560.0,89.44,18.85,Synthetic
RES-0041406,NIG-JOS-44,ValueMart Jos 44,Supermarket,Jos,Nigeria,9.899813,8.873177,2025-01-25,Beverages,Fruit Juice,131,57.61,2420.0,1540.0,NGN,116,105,11,0.9052,161700.0,101.06,80.8,Synthetic
RES-0041407,NIG-POR-54,Green Basket Port Harcourt 54,Supermarket,Port Harcourt,Nigeria,4.783179,7.066138,2025-11-17,Bakery,Sliced Bread,156,41.79,4780.0,2100.0,NGN,82,54,28,0.6585,113400.0,70.88,21.7,Synthetic
RES-0041408,NIG-ABU-64,Savanna Abuja 64,Restaurant,Abuja,Nigeria,9.169792,7.341262,2025-11-06,Dairy,Flavoured Yoghurt,28,8.04,3160.0,1190.0,NGN,22,18,4,0.8182,21420.0,13.39,13.09,Synthetic
RES-0041409,RWA-KIG-64,Fresh Kigali 64,Restaurant,Kigali,Rwanda,-1.936145,30.090898,2025-08-03,Dairy,Cheese,49,12.62,2510.0,1480.0,RWF,27,24,3,0.8889,35520.0,24.5,19.79,Synthetic
RES-0041410,UGA-KAM-09,Golden Kampala 09,Restaurant,Kampala,Uganda,0.268085,32.592277,2025-03-17,Fruits & Vegetables,Mangoes,17,7.31,22960.0,13420.0,UGX,16,9,7,0.5625,120780.0,32.64,7.96,Synthetic
RES-0041411,SOU-DUR-42,Urban Cup Durban 42,Café,Durban,South Africa,-29.862092,30.987717,2025-09-28,Dairy,Yoghurt,3,0.93,187.0,102.0,ZAR,2,2,0,1.0,204.0,11.33,1.04,Synthetic
RES-0041412,NIG-LAG-52,Fresh Choice Lagos 52,Supermarket,Lagos,Nigeria,6.558575,3.406123,2025-05-06,Prepared Meals,Local Rice Meal,49,19.31,4840.0,2030.0,NGN,38,8,30,0.2105,16240.0,10.15,4.64,Synthetic
RES-0041413,GHA-KUM-34,Harvest Kumasi 34,Restaurant,Kumasi,Ghana,6.622614,-1.626906,2025-12-28,Fruits & Vegetables,Bananas,39,18.93,66.0,40.0,GHS,53,52,1,0.9811,2080.0,134.19,35.97,Synthetic
RES-0041414,KEN-KIS-25,Celebration Kisumu 25,Caterer,Kisumu,Kenya,-0.086163,34.826005,2025-10-20,Fruits & Vegetables,Bananas,16,8.58,692.0,377.0,KES,18,17,1,0.9444,6409.0,49.3,11.31,Synthetic
RES-0041415,NIG-ENU-50,City Market Enugu 50,Supermarket,Enugu,Nigeria,6.388478,7.567928,2025-10-31,Pastries,Sausage Roll,16,3.15,1930.0,1140.0,NGN,7,6,1,0.8571,6840.0,4.28,5.34,Synthetic
RES-0041416,GHA-TAM-67,Green Cup Tamale 67,Café,Tamale,Ghana,9.401409,-0.791655,2025-08-18,Pastries,Meat Pie,23,4.66,89.0,48.0,GHS,8,7,1,0.875,336.0,21.68,5.26,Synthetic
RES-0041417,KEN-KIS-26,Prime Plate Kisumu 26,Caterer,Kisumu,Kenya,-0.060262,34.782982,2025-06-22,Pastries,Doughnut,143,27.1,1270.0,600.0,KES,68,51,17,0.75,30600.0,235.38,44.58,Synthetic
RES-0041418,KEN-NAK-56,Fresh Choice Nakuru 56,Supermarket,Nakuru,Kenya,-0.326193,36.106192,2025-04-02,Prepared Meals,Fried Rice,123,55.38,1300.0,760.0,KES,121,82,39,0.6777,62320.0,479.38,58.99,Synthetic
RES-0041419,SOU-PRE-36,Urban Cup Pretoria 36,Café,Pretoria,South Africa,-25.794599,28.189249,2025-02-26,Fruits & Vegetables,Bananas,10,5.47,290.0,174.0,ZAR,10,5,5,0.5,870.0,48.33,3.05,Synthetic
RES-0041420,NIG-KAN-07,Golden Kano 07,Restaurant,Kano,Nigeria,12.042793,8.619362,2025-07-10,Fruits & Vegetables,Mixed Vegetables,39,17.79,2490.0,1300.0,NGN,58,26,32,0.4483,33800.0,21.12,21.32,Synthetic
RES-0041421,ETH-DIR-02,Civic Dire Dawa 02,Hotel,Dire Dawa,Ethiopia,9.582462,41.85092,2025-06-25,Pastries,Meat Pie,35,6.34,940.0,463.0,ETB,17,17,0,1.0,7871.0,54.28,15.25,Synthetic
RES-0041422,TAN-ARU-55,Fresh Arusha 55,Restaurant,Arusha,Tanzania,-3.336181,36.667354,2025-03-08,Bakery,Whole Wheat Bread,14,3.38,28660.0,13890.0,TZS,8,6,2,0.75,83340.0,32.05,6.83,Synthetic
RES-0041423,UGA-JIN-24,Morning Jinja 24,Bakery,Jinja,Uganda,0.464612,33.204198,2025-06-16,Prepared Meals,Beans & Plantain,31,15.22,10480.0,6610.0,UGX,48,40,8,0.8333,264400.0,71.46,27.95,Synthetic
RES-0041424,UGA-KAM-55,Quick Bite Kampala 55,Food Vendor,Kampala,Uganda,0.366134,32.558398,2025-09-11,Bakery,Dinner Rolls,25,6.76,20430.0,7940.0,UGX,12,12,0,1.0,95280.0,25.75,7.81,Synthetic
